# Simulated data for batch processing on HW #11
# timestamp: 2020-04-30 12:14:32
# HVC
# -----------------

"var_x","var_y"
"Smoker",147.898278465903
"Smoker",125.091700927717
"Smoker",117.604233445368
"Smoker",126.936058611625
"Smoker",157.015671611051
"Smoker",133.150861319057
"Smoker",163.078369867261
"Smoker",146.817694595877
"Smoker",106.688444499012
"Smoker",111.658623539139
"Smoker",149.111383342896
"Smoker",119.793670786767
"Smoker",154.718180863716
"Non-Smoker",161.948021059214
"Non-Smoker",114.528224573156
"Non-Smoker",99.1318196786385
"Non-Smoker",134.651941284341
"Non-Smoker",135.424298843691
"Non-Smoker",113.558651987874
"Non-Smoker",139.903884691002
"Non-Smoker",151.073986849197
"Non-Smoker",121.415848868073
"Non-Smoker",111.115746390457
"Non-Smoker",132.155835030225
"Non-Smoker",153.19305130425
