# Simulated data for batch processing on HW #11
# timestamp: 2020-04-30 12:14:32
# HVC
# -----------------

"var_x","var_y"
"Smoker",149.316068952979
"Smoker",131.103834669886
"Smoker",130.256080159698
"Smoker",125.231922274936
"Smoker",143.188533544341
"Smoker",122.579912164477
"Smoker",112.083983626338
"Smoker",167.589542134039
"Smoker",110.26991480189
"Smoker",120.481448955701
"Smoker",138.185289873649
"Smoker",131.144629605462
"Smoker",116.565379188657
"Non-Smoker",149.236507295253
"Non-Smoker",152.306523887016
"Non-Smoker",126.590029039396
"Non-Smoker",122.440774751644
"Non-Smoker",140.706775804823
"Non-Smoker",139.109997197599
"Non-Smoker",165.334312103724
"Non-Smoker",139.773120905375
"Non-Smoker",126.961960536935
"Non-Smoker",131.599041848179
"Non-Smoker",157.450690919171
"Non-Smoker",110.32552845876
