# Simulated data for batch processing on HW #11
# timestamp: 2020-04-30 12:14:32
# HVC
# -----------------

"var_x","var_y"
"Smoker",108.854271953335
"Smoker",170.495274744744
"Smoker",128.952634160906
"Smoker",119.503700717019
"Smoker",143.05428276152
"Smoker",140.149739769829
"Smoker",126.700687882795
"Smoker",122.860572383102
"Smoker",121.661964139871
"Smoker",170.836116340952
"Smoker",139.277324981297
"Smoker",103.285070775312
"Smoker",105.917807826974
"Non-Smoker",125.997868837197
"Non-Smoker",90.3270653827763
"Non-Smoker",171.110637240733
"Non-Smoker",115.117992621553
"Non-Smoker",123.352302769624
"Non-Smoker",134.077390593387
"Non-Smoker",146.137836927923
"Non-Smoker",136.024229017246
"Non-Smoker",146.737608800016
"Non-Smoker",131.708375330994
"Non-Smoker",122.921648699104
"Non-Smoker",134.800723314167
