# Simulated data for batch processing on HW #11
# timestamp: 2020-04-30 12:14:32
# HVC
# -----------------

"var_x","var_y"
"Smoker",148.972414786219
"Smoker",138.145637824687
"Smoker",119.617628680148
"Smoker",119.699444745372
"Smoker",107.323378901237
"Smoker",140.202919174975
"Smoker",120.32970213166
"Smoker",153.57165969318
"Smoker",122.800665206329
"Smoker",111.603658518329
"Smoker",143.668297409445
"Smoker",163.780830114772
"Smoker",147.862120436292
"Non-Smoker",158.959912732516
"Non-Smoker",124.1293994205
"Non-Smoker",142.909331923926
"Non-Smoker",119.866113228812
"Non-Smoker",125.209577940331
"Non-Smoker",114.823688081697
"Non-Smoker",142.95312983369
"Non-Smoker",130.051273392008
"Non-Smoker",155.639062277798
"Non-Smoker",162.736403885627
"Non-Smoker",115.139847917813
"Non-Smoker",146.063538354067
