# Simulated data for batch processing on HW #11
# timestamp: 2020-04-30 12:16:05
# HVC
# -----------------

"var_x","var_y"
"Smoker",113.110205396202
"Smoker",105.194357587341
"Smoker",135.549398931142
"Smoker",157.329719877012
"Smoker",112.048141727797
"Smoker",126.760387774681
"Smoker",151.584153475816
"Smoker",125.151369067703
"Smoker",117.152261452558
"Smoker",176.770340069003
"Smoker",137.355802262028
"Smoker",98.4702837229884
"Smoker",132.381263193926
"Non-Smoker",117.79291580567
"Non-Smoker",120.777132764786
"Non-Smoker",114.371753560923
"Non-Smoker",138.078143351742
"Non-Smoker",115.305312633229
"Non-Smoker",131.205303038351
"Non-Smoker",137.298868447594
"Non-Smoker",138.700175933347
"Non-Smoker",133.11158947636
"Non-Smoker",115.568464955593
"Non-Smoker",165.205844327295
"Non-Smoker",133.797125666623
