# Simulated data for batch processing on HW #11
# timestamp: 2020-04-30 12:16:05
# HVC
# -----------------

"var_x","var_y"
"Smoker",161.238779089236
"Smoker",131.109173257973
"Smoker",117.350689923798
"Smoker",128.265162762652
"Smoker",143.679139687877
"Smoker",149.780316119077
"Smoker",107.654782908058
"Smoker",162.474085366333
"Smoker",109.241898459221
"Smoker",133.625709260986
"Smoker",121.177666372646
"Smoker",157.105028473629
"Smoker",165.852414570812
"Non-Smoker",121.5942246216
"Non-Smoker",97.3553467509052
"Non-Smoker",124.520158810151
"Non-Smoker",128.000409093431
"Non-Smoker",143.879441905955
"Non-Smoker",157.520385086146
"Non-Smoker",134.571549734082
"Non-Smoker",135.167449064483
"Non-Smoker",101.36911909763
"Non-Smoker",126.306191869437
"Non-Smoker",135.634134944924
"Non-Smoker",113.01641028652
