# Simulated data for batch processing on HW #11
# timestamp: 2020-04-30 12:16:05
# HVC
# -----------------

"var_x","var_y"
"Smoker",143.085222690351
"Smoker",101.743172897595
"Smoker",106.405705330756
"Smoker",132.696709386583
"Smoker",122.536195325006
"Smoker",129.959475703061
"Smoker",124.77065833304
"Smoker",127.175386140724
"Smoker",152.205658197342
"Smoker",112.74171685389
"Smoker",140.896606391209
"Smoker",108.151876005726
"Smoker",130.664770253281
"Non-Smoker",116.20040163264
"Non-Smoker",166.085236861883
"Non-Smoker",131.737332945432
"Non-Smoker",170.451970919571
"Non-Smoker",164.892892598981
"Non-Smoker",102.589817063365
"Non-Smoker",108.449538619867
"Non-Smoker",143.323874404876
"Non-Smoker",162.215343933574
"Non-Smoker",124.474648884812
"Non-Smoker",110.280129648207
"Non-Smoker",140.918897831118
