# Simulated data for batch processing on HW #11
# timestamp: 2020-04-30 12:16:05
# HVC
# -----------------

"var_x","var_y"
"Smoker",134.091146561495
"Smoker",152.039598578393
"Smoker",122.954819229328
"Smoker",147.632606481754
"Smoker",102.582501586982
"Smoker",131.138988349996
"Smoker",119.755445237761
"Smoker",122.428742340004
"Smoker",126.157298636076
"Smoker",153.781143149825
"Smoker",94.9010860338658
"Smoker",122.35110898184
"Smoker",98.4994662644123
"Non-Smoker",164.721551427758
"Non-Smoker",106.538197563043
"Non-Smoker",118.181238055096
"Non-Smoker",142.802103087652
"Non-Smoker",140.850414659227
"Non-Smoker",108.963576424556
"Non-Smoker",87.1983330112976
"Non-Smoker",125.55611271044
"Non-Smoker",123.886326940236
"Non-Smoker",136.33157369417
"Non-Smoker",160.13200202519
"Non-Smoker",140.105766174763
