# Simulated data for batch processing on HW #11
# timestamp: 2020-04-30 12:16:05
# HVC
# -----------------

"var_x","var_y"
"Smoker",137.09290184492
"Smoker",154.297880259391
"Smoker",163.908038755361
"Smoker",104.941954689227
"Smoker",132.823674168272
"Smoker",139.032126328174
"Smoker",138.75502505223
"Smoker",94.3962234701729
"Smoker",163.502489037758
"Smoker",110.049840301278
"Smoker",168.36114908159
"Smoker",139.430580325583
"Smoker",148.209427497261
"Non-Smoker",109.800621843177
"Non-Smoker",143.703487456875
"Non-Smoker",86.2619515231982
"Non-Smoker",102.733020384779
"Non-Smoker",104.847867073321
"Non-Smoker",86.3578934895989
"Non-Smoker",147.035919804222
"Non-Smoker",132.505368978017
"Non-Smoker",158.681559351676
"Non-Smoker",154.288981745354
"Non-Smoker",145.587584575241
"Non-Smoker",190.368606194661
