# Simulated data for batch processing on HW #11
# timestamp: 2020-04-30 12:16:05
# HVC
# -----------------

"var_x","var_y"
"Smoker",149.697844361773
"Smoker",156.888101963985
"Smoker",146.004048127128
"Smoker",123.727618215606
"Smoker",137.563281179896
"Smoker",107.852068927586
"Smoker",123.055015273984
"Smoker",136.95028878974
"Smoker",154.566376937138
"Smoker",103.352279916459
"Smoker",139.759783347318
"Smoker",128.021844220611
"Smoker",135.230956975958
"Non-Smoker",168.753846198887
"Non-Smoker",119.850905917267
"Non-Smoker",143.110162434582
"Non-Smoker",116.003159695114
"Non-Smoker",117.42943517309
"Non-Smoker",122.998204515469
"Non-Smoker",115.399450618864
"Non-Smoker",118.908508110759
"Non-Smoker",122.297809791337
"Non-Smoker",136.998735787882
"Non-Smoker",124.119094055608
"Non-Smoker",112.62753755605
